,filename,measure,current_chord,next_chord,current_position,next_position
17396,292,21.5,D/A,Am,x.0.0.2.3.2,x.0.2.2.1.0
17397,292,22.5,Am/E,G,0.0.2.2.1.0,3.2.0.0.3.3
17398,292,25.5,C,Am/E,x.3.2.0.1.0,0.0.2.2.1.0
17400,292,27.5,G,C/G,3.2.0.0.3.3,3.3.2.0.1.0
17401,292,28.5,C/G,D,3.3.2.0.1.0,x.x.0.2.3.2
17402,292,29.5,D,Am,x.x.0.2.3.2,x.0.2.2.1.0
17403,292,30.5,Am,G,x.0.2.2.1.0,3.2.0.0.3.3
17404,292,31.5,G,D,3.2.0.0.3.3,x.x.0.2.3.2
17405,292,32.5,D,C/G,x.x.0.2.3.2,3.3.2.0.1.0
17406,292,33.5,C/G,Am,3.3.2.0.1.0,x.0.2.2.1.0
17408,292,35.5,G,Em7,3.2.0.0.3.3,0.2.2.0.3.3
17409,292,36.5,Em7,G,0.2.2.0.3.3,3.2.0.0.3.3
17410,293,2.5,Bm(b6),Bm/A,x.2.4.0.x.x,x.0.4.0.x.x
17411,293,3.5,Bm/A,Bm(b6),x.0.4.0.x.x,x.2.4.0.x.x
17412,293,4.5,Bm(b6),A/C#,x.2.4.0.x.x,x.4.2.2.x.x
17413,293,5.5,A/C#,Bm(b6),x.4.2.2.x.x,x.2.4.0.x.x
17429,293,22.0,F6,E/G#,1.3.0.x.x.x,4.2.2.x.x.x
17430,293,21.5,A/C#,F6,x.4.2.2.x.x,1.3.0.x.x.x
17431,293,22.5,E/G#,E,4.2.2.x.x.x,0.2.2.1.0.0
17432,293,23.5,E,Am,0.2.2.1.0.0,x.0.2.2.1.0
17433,293,24.5,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
17434,293,25.5,C,G,x.3.2.0.1.0,3.x.0.0.3.3
17435,293,26.5,G,Em,3.x.0.0.3.3,0.2.2.0.0.0
17436,293,27.5,Em,Am,0.2.2.0.0.0,x.0.2.2.1.0
17487,294,1.0,A,E/G#,x.0.2.2.2.x,4.x.x.4.5.x
17488,294,1.5,F#m,F#m7/E,2.x.x.2.2.x,0.x.2.2.2.x
17489,294,3.0,D/F#,E7sus4,2.x.x.2.3.x,0.x.x.2.3.x
17490,294,2.5,F#m7/E,D/F#,0.x.2.2.2.x,2.x.x.2.3.x
17491,294,5.0,A,E,x.0.2.2.2.0,0.2.2.1.0.0
17492,294,5.5,E,Fm,0.2.2.1.0.0,1.3.3.1.1.1
17493,294,7.0,D,A,x.x.0.2.3.2,x.0.2.2.2.0
17496,294,8.5,E,A,0.2.2.1.0.0,x.0.2.2.2.0
17500,294,12.5,E,F#m,0.2.2.1.0.0,2.4.4.2.2.2
17501,294,13.5,F#m,C#/F,2.4.4.2.2.2,1.4.3.1.x.x
17502,294,14.5,C#/F,Em,1.4.3.1.x.x,0.2.2.0.0.0
17503,294,15.5,Em,F#7,0.2.2.0.0.0,2.4.2.3.2.2
17505,294,18.5,E7,A,0.2.2.1.3.x,x.0.2.2.2.x
17527,294,41.0,C,G,x.3.2.0.1.0,3.2.0.0.0.3
17528,294,41.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
17530,294,44.5,Em,C,0.2.2.0.0.0,x.3.2.0.1.0
17560,294,87.5,E7,Aadd9,0.x.x.1.3.x,x.0.2.4.2.0
17561,295,4.0,B,C,7.9.9.8.x.x,8.10.10.9.x.x
17562,295,5.0,G,D,3.5.5.4.x.x,x.5.7.7.7.x
17563,295,4.5,C,G,8.10.10.9.x.x,3.5.5.4.x.x
17564,295,6.0,A,B,5.7.7.6.x.x,7.9.9.8.x.x
17565,295,5.5,Dsus4,A,x.5.7.7.8.x,5.7.7.6.x.x
17662,296,1.0,C5,E5,x.3.5.x.x.x,0.2.x.x.x.x
17663,296,2.0,F5,G5,1.3.x.x.x.x,3.5.x.x.x.x
17664,296,1.5,E5,F5,0.2.x.x.x.x,1.3.x.x.x.x
17666,296,2.5,B5(#5),C5,x.2.5.x.x.x,x.3.5.x.x.x
17669,296,7.0,C5,Eb/G,x.3.5.x.x.x,x.x.5.3.4.x
17670,296,8.0,Eb/G,Bb/F,x.x.5.3.4.x,x.x.3.3.3.x
17671,296,7.5,F/D,Eb/G,x.5.7.5.6.x,x.x.5.3.4.x
17673,296,8.5,Bb/F,C5,x.x.3.3.3.x,x.3.5.x.x.x
17674,296,10.0,Bb/F,F,x.x.3.3.3.x,x.x.3.2.1.x
17675,296,9.5,F/D,Bb/F,x.5.7.5.6.x,x.x.3.3.3.x
17688,296,35.0,Bb5,F5,x.1.3.x.x.x,1.3.x.x.x.x
17689,296,34.5,G5,Bb5,3.5.x.x.x.x,x.1.3.x.x.x
17705,296,57.5,G5,Eb,3.5.x.x.x.x,x.6.5.3.4.3
17706,296,58.5,Eb,G,x.6.5.3.4.3,3.5.5.4.3.3
17707,296,59.5,G,Cm7,3.5.5.4.3.3,x.3.5.3.4.3
17708,296,60.5,Cm7,F6(no5)/Eb,x.3.5.3.4.3,x.6.7.7.6.x
17709,296,61.5,F6(no5)/Eb,Ab,x.6.7.7.6.x,x.x.6.5.4.x
17710,296,62.5,Ab,Cm7add11(no5),x.x.6.5.4.x,x.3.3.3.4.x
17711,296,63.5,Cm7add11(no5),Cm7(#5)/G,x.3.3.3.4.x,3.3.6.3.4.3
17712,296,64.5,Cm7(#5)/G,Cm7add11(no5),3.3.6.3.4.3,x.3.3.3.4.x
17713,296,65.5,Cm7add11(no5),Ab,x.3.3.3.4.x,x.x.6.5.4.x
17714,296,66.5,Ab,Gsus4,x.x.6.5.4.x,3.5.5.5.x.x
17715,296,67.5,Gsus4,G,3.5.5.5.x.x,3.5.5.4.3.3
17716,297,6.0,F#m,E,2.4.4.2.2.2,0.2.2.1.0.0
17728,298,0.0,Cm,Bb,x.10.10.8.x.x,x.8.8.7.x.x
17729,298,1.0,G5,Cm,3.5.5.x.x.x,x.3.5.5.4.x
17730,298,0.5,Ab,G5,x.6.6.5.x.x,3.5.5.x.x.x
17731,298,2.0,A#,Ab,6.8.8.7.x.x,4.6.6.5.x.x
17732,298,1.5,Cm,A#,x.3.5.5.4.x,6.8.8.7.x.x
17734,298,2.5,Ab,Ab,4.6.6.5.x.x,x.6.6.5.x.x
17737,298,5.0,Gm,Cm,3.5.5.3.x.x,x.3.5.5.4.x
17738,298,4.5,Ab,Gm,4.6.6.5.x.x,3.5.5.3.x.x
17744,298,7.5,Cm,Cm,x.3.5.5.4.x,x.3.5.5.4.x
17746,298,8.5,Ab,G5,4.6.6.5.x.x,3.5.5.x.x.x
17771,298,22.0,A#,Ab,6.8.8.7.x.x,4.6.6.5.4.4
17773,298,23.0,G,Cm,3.5.5.4.x.x,x.3.5.5.4.x
17774,298,22.5,Ab,G,4.6.6.5.4.4,3.5.5.4.x.x
17779,298,26.0,A#,Ab5,6.8.8.7.x.x,4.6.6.x.x.x
17782,298,26.5,Ab5,Gm,4.6.6.x.x.x,3.5.5.3.x.x
17783,298,28.0,A#,Ab,6.8.8.7.x.x,4.6.6.5.4.x
17786,298,28.5,Ab,Gm,4.6.6.5.4.x,3.5.5.3.x.x
17794,298,32.5,Ab5,G5,4.6.6.x.x.x,3.5.5.x.x.x
17805,298,39.0,G5,C5,3.5.5.x.x.x,x.3.5.5.x.x
17812,298,41.5,C5,A#,x.3.5.5.x.x,6.8.8.7.x.x
17815,298,43.5,C5,G5,x.3.5.5.x.x,3.5.5.x.x.x
17816,298,45.0,Ab5,C#5,4.6.6.x.x.x,x.4.6.6.x.x
17817,298,44.5,G5,Ab5,3.5.5.x.x.x,4.6.6.x.x.x
17818,298,46.0,D#5,Ab5,x.6.8.8.x.x,4.6.6.x.x.x
17819,298,45.5,C#5,D#5,x.4.6.6.x.x,x.6.8.8.x.x
17820,298,46.5,Ab5,A#5,4.6.6.x.x.x,6.8.8.x.x.x
17821,298,47.5,A#5,G5,6.8.8.x.x.x,3.5.5.x.x.x
17828,298,53.5,C5,Cm,x.3.5.5.x.x,x.3.5.5.4.x
17895,299,4.0,D,Bm,10.0.12.11.x.x,7.0.9.7.7.x
17896,299,5.0,G,D,3.0.5.4.3.x,x.5.7.7.7.x
17897,299,4.5,Bm,G,7.0.9.7.7.x,3.0.5.4.3.x
17898,299,5.5,D,A,x.5.7.7.7.x,5.0.7.6.5.x
17900,299,6.5,A,G,5.0.7.6.5.x,3.0.5.4.3.x
17901,299,8.0,D,Bm,x.9.7.7.x.x,7.0.9.7.7.x
17902,299,7.5,D,D,x.5.7.7.7.x,x.9.7.7.x.x
17905,299,10.0,A,Bm,5.0.7.6.5.x,7.0.9.7.7.x
17907,299,11.0,G,D,3.0.5.4.3.x,x.9.7.7.x.x
17909,299,11.5,D,D,x.9.7.7.x.x,x.9.7.7.x.x
17911,299,12.5,D,G,x.9.7.7.x.x,3.0.5.4.3.x
17913,299,13.5,D,A,x.9.7.7.x.x,5.0.7.6.5.x
17924,299,19.5,D,Em7,x.5.7.7.7.x,x.7.9.7.8.x
17925,299,21.0,Bm,Em7,7.0.9.7.7.x,x.7.9.7.8.x
17926,299,20.5,Em7,Bm,x.7.9.7.8.x,7.0.9.7.7.x
17928,299,21.5,Em7,A,x.7.9.7.8.x,5.0.7.6.5.x
17929,299,23.0,G,D,3.0.5.4.3.x,10.0.12.11.x.x
17932,299,23.5,D,D,10.0.12.11.x.x,10.0.12.11.x.x
17955,299,36.0,D,Em7,x.9.7.7.x.x,x.7.9.7.8.x
17979,299,55.5,D,D,x.9.7.7.x.x,10.0.12.11.x.x
17990,299,62.0,A,Bm,5.0.7.6.5.x,7.9.9.7.7.x
17993,299,62.5,Bm,G,7.9.9.7.7.x,3.0.5.4.3.x
18008,300,0.5,C,G7,x.3.2.0.1.0,3.2.0.0.0.1
18010,300,8.5,G7,C,3.2.0.0.0.1,x.3.2.0.1.0
18021,301,14.0,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
18022,301,15.0,F,G,1.3.3.2.1.1,3.2.0.0.0.3
18023,301,14.5,C,F,x.3.2.0.1.0,1.3.3.2.1.1
18024,301,32.0,G7sus4,G,x.x.x.0.1.1,3.2.0.0.0.3
18025,301,60.0,Gadd11,G,3.2.0.0.1.3,3.2.0.0.3.3
18026,302,130.0,G7M/D,C7M,x.5.4.0.0.x,x.3.2.0.0.x
18028,302,136.0,C,D,x.3.2.5.x.x,x.5.4.7.x.x
18030,302,140.0,Cadd9,C7M,x.3.2.0.3.x,x.3.2.0.0.x
18035,302,152.5,A5,Asus2,x.0.2.2.x.x,x.0.2.2.0.0
18036,302,158.5,G6,F#7add11,3.5.5.4.0.0,2.4.4.3.0.0
18037,302,161.0,D5,E5,x.5.7.7.x.x,0.2.2.x.x.x
18038,302,161.5,E5,Asus2,0.2.2.x.x.x,x.0.2.2.0.0
18039,302,162.5,Asus2,E/A,x.0.2.2.0.0,x.0.2.1.0.0
18041,303,0.0,Em,Em9,0.7.9.0.8.0,x.7.5.7.7.x
18042,303,1.0,Cmaj7,Am7,x.3.5.4.5.0,5.7.5.5.x.x
18043,303,0.5,Em9,Cmaj7,x.7.5.7.7.x,x.3.5.4.5.0
18047,304,1.5,Am,F,x.0.2.2.1.0,1.3.3.2.1.1
18048,304,2.5,F,C,1.3.3.2.1.1,x.3.2.0.1.0
18049,304,3.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
18050,304,4.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
18051,304,5.5,C,C,x.3.2.0.1.0,x.3.2.0.1.0
18053,304,27.5,F,G,1.3.3.2.1.1,3.2.0.0.0.3
18055,304,29.5,C,Am,x.3.2.0.1.0,x.0.2.2.1.0
18081,305,5.0,E,D,x.7.9.9.9.x,x.5.7.7.7.x
18085,305,11.5,D,E,x.5.7.7.7.x,0.2.2.1.0.0
18086,305,12.5,E,E,0.2.2.1.0.0,0.2.2.1.0.0
18087,305,17.5,A,G,x.0.2.2.2.0,3.2.0.0.0.3
18088,305,19.0,E,E7,0.x.x.4.5.4,0.2.2.1.3.x
18089,305,18.5,G,E,3.2.0.0.0.3,0.x.x.4.5.4
18090,305,20.0,E,E7,0.2.2.1.0.0,0.2.2.1.3.x
18091,305,19.5,E7,E,0.2.2.1.3.x,0.2.2.1.0.0
18114,305,60.5,G,E,3.2.0.0.0.3,0.2.2.1.0.0
18131,305,107.5,D,D,x.5.7.7.7.x,x.5.7.7.7.x
18133,305,108.5,D,E,x.5.7.7.7.x,x.7.9.9.9.x
18143,306,1.0,C#5,Ab5/Eb,9.11.11.x.x.x,11.11.13.x.x.x
18144,306,2.0,Ab5/Eb,C#5,11.11.13.x.x.x,9.11.11.x.x.x
18145,306,1.5,E5,Ab5/Eb,12.14.14.x.x.x,11.11.13.x.x.x
18147,306,2.5,C#5,C#5,9.11.11.x.x.x,9.11.11.x.x.x
18170,306,15.0,F#5/C#,E5,9.9.11.x.x.x,12.14.14.x.x.x
18171,306,14.5,C#5,F#5/C#,9.11.11.x.x.x,9.9.11.x.x.x
18172,306,15.5,E5,D#5,12.14.14.x.x.x,11.13.13.x.x.x
18174,306,16.5,D#5,C#5,11.13.13.x.x.x,9.11.11.x.x.x
18188,306,24.5,D#5,F#5,11.13.13.x.x.x,x.9.11.x.x.x
18189,306,25.5,F#5,E5,x.9.11.x.x.x,x.7.9.x.x.x
18190,306,26.5,E5,Ab5,x.7.9.x.x.x,x.11.13.x.x.x
18191,306,27.5,Ab5,F#5,x.11.13.x.x.x,x.9.11.x.x.x
18232,306,72.5,F#5,F#5/C#,x.9.11.x.x.x,9.9.11.x.x.x
18233,306,73.5,F#5/C#,E5/B,9.9.11.x.x.x,7.7.9.x.x.x
18234,306,74.5,E5/B,Ab5/Eb,7.7.9.x.x.x,11.11.13.x.x.x
18235,306,75.5,Ab5/Eb,F#5/C#,11.11.13.x.x.x,9.9.11.x.x.x
18236,306,76.5,F#5/C#,F#5/C#,9.9.11.x.x.x,9.9.11.x.x.x
18240,307,0.0,G,D,3.2.0.0.3.3,x.x.0.2.3.2
18241,307,1.0,Cadd9,G/B,x.3.2.0.3.3,x.2.0.0.3.3
18242,307,0.5,D,Cadd9,x.x.0.2.3.2,x.3.2.0.3.3
18244,307,1.5,Dsus4/A,G,x.0.0.0.3.3,3.2.0.0.3.3
18256,307,8.5,G,Bm,3.2.0.0.3.3,x.2.4.4.3.2
18257,307,9.5,Bm,C,x.2.4.4.3.2,x.3.2.0.1.0
18258,307,10.5,C,D,x.3.2.0.1.0,x.x.0.2.3.2
18259,307,11.5,D,G,x.x.0.2.3.2,3.2.0.0.3.3
18260,307,12.5,G,Em,3.2.0.0.3.3,0.2.2.0.0.0
18261,307,13.5,Em,A,0.2.2.0.0.0,x.0.2.2.2.0
18262,307,14.5,A,C,x.0.2.2.2.0,x.3.2.0.1.0
18263,307,15.5,C,G,x.3.2.0.1.0,3.2.0.0.3.3
18271,307,24.0,A5,G,5.7.7.x.x.x,3.5.5.4.x.x
18272,307,23.5,C,A5,x.3.2.0.1.0,5.7.7.x.x.x
18273,307,25.0,F,F/E,1.3.3.2.x.x,0.3.3.2.x.x
18274,307,24.5,G,F,3.5.5.4.x.x,1.3.3.2.x.x
18276,307,25.5,G,A5,3.5.5.4.x.x,5.7.7.x.x.x
18283,307,29.5,G,D,3.5.5.4.x.x,x.x.0.2.3.2
18284,307,30.5,D,E,x.x.0.2.3.2,0.2.2.1.0.0
18286,307,31.5,E,G,0.2.2.1.0.0,3.2.0.0.3.3
18330,308,1.0,A,E/G#,x.0.2.2.2.x,4.x.x.4.5.x
18331,308,1.5,F#m,F#m7/E,2.x.x.2.2.x,0.x.x.2.2.x
18332,308,3.0,D/F#,E7sus4,2.x.x.2.3.x,0.x.x.2.3.x
18333,308,2.5,F#m7/E,D/F#,0.x.x.2.2.x,2.x.x.2.3.x
18337,308,8.5,E,A,0.x.x.1.0.x,x.0.2.2.2.x
18339,308,14.5,C#/E#,C#dim/E,1.x.x.1.2.x,0.x.x.0.2.x
18340,308,15.5,C#dim/E,F#7,0.x.x.0.2.x,2.x.2.3.x.x
18341,308,17.0,Bm7,E7sus4,x.2.x.2.3.x,0.x.x.2.3.x
18342,308,16.5,F#7,Bm7,2.x.2.3.x.x,x.2.x.2.3.x
18377,309,2.5,Asus2,Asus2/G,x.0.2.2.0.0,3.x.2.2.0.0
18378,309,3.5,Asus2/G,Asus2/F#,3.x.2.2.0.0,2.x.2.2.0.0
18379,309,4.5,Asus2/F#,Esus4,2.x.2.2.0.0,0.2.2.2.0.0
18380,309,5.5,Esus4,Asus2,0.2.2.2.0.0,x.0.2.2.0.0
18412,309,37.5,Esus4,A,0.2.2.2.0.0,x.0.2.2.2.0
18413,309,38.5,A,G,x.0.2.2.2.0,3.2.0.0.3.3
18414,309,39.5,G,DMaj9/F#,3.2.0.0.3.3,2.0.0.2.2.0
18415,309,40.5,DMaj9/F#,E,2.0.0.2.2.0,0.2.2.1.0.0
18416,309,41.5,E,A,0.2.2.1.0.0,x.0.2.2.2.0
18420,309,45.5,E,G,0.2.2.1.0.0,3.2.0.0.3.3
18435,309,68.5,Asus2/F#,E,2.x.2.2.0.0,0.2.2.1.0.0
18445,309,82.5,G,D,3.2.0.0.3.3,x.x.0.2.3.2
18446,309,83.5,D,E,x.x.0.2.3.2,0.2.2.1.0.0
18447,309,86.5,A,E,x.0.2.2.2.0,0.2.2.1.0.0
18448,309,87.5,E,F#m7add11/C#,0.2.2.1.0.0,x.4.4.2.0.0
18449,309,89.0,Fmaj7(#11)/C,G,x.3.3.2.0.0,3.2.0.0.3.3
18450,309,88.5,F#m7add11/C#,Fmaj7(#11)/C,x.4.4.2.0.0,x.3.3.2.0.0
18451,309,89.5,G,A,3.2.0.0.3.3,x.0.2.2.2.0
18453,309,91.5,G,F#m7add11/C#,3.2.0.0.3.3,x.4.4.2.0.0
18454,309,92.5,F#m7add11/C#,G,x.4.4.2.0.0,3.2.0.0.3.3
18465,309,101.5,G,G,3.2.0.0.3.3,3.2.0.0.3.3
18467,309,102.5,G,Fmaj7(#11)/C,3.2.0.0.3.3,x.3.3.2.0.0
18468,309,103.5,G,Asus2,3.2.0.0.3.3,x.0.2.2.0.0
18491,309,126.5,Asus2/F#,F7M/C,2.x.2.2.0.0,x.3.3.2.1.0
18492,309,127.5,F7M/C,G6/D,x.3.3.2.1.0,x.5.5.4.3.0
18493,309,128.5,G6/D,A,x.5.5.4.3.0,x.0.2.2.2.0
18494,309,129.5,A,Asus2,x.0.2.2.2.0,x.0.2.2.0.0
18496,309,133.5,Asus2/G,Fmaj7(#11)/C,3.x.2.2.0.0,x.3.3.2.0.0
18498,310,10.5,F#m7(11),Asus2,2.x.2.2.0.0,x.0.2.2.0.x
18499,310,11.5,Asus2,E,x.0.2.2.0.x,0.2.2.1.0.0
18500,311,1.5,Bb7sus4,Bb7,6.8.6.8.9.x,6.8.6.7.9.x
18501,311,2.5,Bb7,Ebmaj7,6.8.6.7.9.x,x.6.8.7.8.x
18502,311,3.5,Ebmaj7,Abmaj7,x.6.8.7.8.x,4.x.5.5.4.x
18503,311,4.5,Abmaj7,G7sus4,4.x.5.5.4.x,3.5.3.5.6.x
18504,311,5.5,G7sus4,G7,3.5.3.5.6.x,3.5.3.4.6.x
18505,311,6.5,G7,Cm,3.5.3.4.6.x,x.3.5.5.4.3
18511,311,14.5,G7,Cmaj7,3.5.3.4.6.x,3.3.5.4.5.3
18512,311,18.0,Bb7sus4,Bb7,x.1.3.1.4.x,x.1.3.1.3.x
18513,311,17.5,Fm7,Bb7sus4,1.3.1.1.4.x,x.1.3.1.4.x
18514,311,18.5,Bb7,Ebmaj7,x.1.3.1.3.x,x.6.8.7.8.x
18517,311,21.5,G7sus4,G7,3.5.3.5.6.x,3.2.3.0.x.x
18518,311,22.5,G7,Cm,3.2.3.0.x.x,x.3.5.5.4.3
18519,311,25.5,Bb7sus4,Bb7,6.8.6.8.6.x,6.8.6.7.6.x
18520,311,26.5,Bb7,Ebmaj7,6.8.6.7.6.x,x.6.8.7.8.x
18537,311,46.5,G7,Cm7,3.2.3.0.x.x,3.3.5.3.4.3
18538,311,47.5,Cm7,Fm7,3.3.5.3.4.3,1.3.1.1.4.x
18539,311,48.5,Fm7,Cm7,1.3.1.1.4.x,3.3.5.3.4.3
18560,311,69.5,Cm7,Bb7sus4,3.3.5.3.4.3,x.1.3.1.4.x
18561,311,70.5,Bb7sus4,Cm11,x.1.3.1.4.x,x.3.1.3.4.1
18562,311,71.5,Cm11,Bb7sus4,x.3.1.3.4.1,x.1.3.1.4.x
18574,311,83.5,Cm11,Bb7sus4,x.3.1.3.4.1,6.8.6.8.9.6
18575,311,84.5,Bb7sus4,Cm9,6.8.6.8.9.6,8.10.8.8.8.10
18576,312,25.0,E5,F#5,0.2.2.x.x.x,2.4.4.x.x.x
18579,312,26.5,F#5,E5,2.4.4.x.x.x,0.2.2.x.x.x
18580,312,28.0,F#5,A5,2.4.4.x.x.x,5.7.7.x.x.x
18583,312,28.5,A5,E5,5.7.7.x.x.x,0.2.2.x.x.x
18603,312,80.5,A5,F#5,5.7.7.x.x.x,2.4.4.x.x.x
18656,313,0.0,G5,Eb5/Bb,3.5.5.x.x.x,6.6.8.8.x.x
18657,313,0.5,Eb5/Bb,F5,6.6.8.8.x.x,1.3.3.x.x.x
18658,313,1.5,F5,D5/A,1.3.3.x.x.x,5.5.7.7.x.x
18659,313,7.5,Ab5,F5,4.6.6.x.x.x,1.3.3.x.x.x
18660,313,33.0,Bb/D,Eb5,10.13.x.x.x.x,11.13.x.x.x.x
18661,313,34.0,Eb5,G5,11.13.x.x.x.x,3.5.5.x.x.x
18663,313,34.5,G5,Ebsus2/Bb,3.5.5.x.x.x,6.6.8.8.6.x
18664,313,35.5,Ebsus2/Bb,F5,6.6.8.8.6.x,1.3.3.x.x.x
18666,313,42.0,D/F#,G5,2.5.x.x.x.x,3.5.5.x.x.x
18669,313,70.0,Ab7M,Fsus2,4.3.5.x.x.x,1.3.5.x.x.x
18670,313,82.0,Gm,A#dim7,x.x.x.12.11.10,x.x.x.12.11.12
18671,313,82.5,A#dim7,D/F#,x.x.x.12.11.12,x.x.x.11.10.10
18672,313,133.0,Eb5,Bb/D,11.13.x.x.x.x,10.13.x.x.x.x
18674,313,134.0,C,Csus4,8.7.x.x.x.x,8.8.x.x.x.x
18675,313,133.5,Bb/D,C,10.13.x.x.x.x,8.7.x.x.x.x
18676,313,135.0,C5,Ab/C,8.10.x.x.x.x,8.11.x.x.x.x
18677,313,134.5,Csus4,C5,8.8.x.x.x.x,8.10.x.x.x.x
18678,313,135.5,Ab/C,Db5,8.11.x.x.x.x,9.11.x.x.x.x
18679,313,136.5,Db5,B7/D#,9.11.x.x.x.x,x.6.7.x.x.x
18683,313,165.0,C5/G,G5,3.3.5.5.x.x,3.5.5.x.x.x
18684,313,164.5,G5,C5/G,3.5.5.x.x.x,3.3.5.5.x.x
18685,313,166.0,C5,G/B,x.3.5.x.x.x,x.2.5.x.x.x
18686,313,165.5,G/B,C5,x.2.5.x.x.x,x.3.5.x.x.x
18687,313,167.0,C5,G5,x.3.5.x.x.x,3.5.5.x.x.x
18690,314,14.5,A,G,x.0.2.2.2.x,3.2.0.0.0.3
18691,314,15.5,G,D,3.2.0.0.0.3,x.x.0.2.3.2
18694,314,22.5,G,A,3.2.0.0.0.3,x.0.2.2.2.x
18695,314,23.5,A,D,x.0.2.2.2.x,x.x.0.2.3.2
18696,314,25.0,G,F#,3.2.0.0.0.3,2.4.4.3.2.2
18697,314,24.5,D,G,x.x.0.2.3.2,3.2.0.0.0.3
18698,314,25.5,F#,G,2.4.4.3.2.2,3.2.0.0.0.3
18701,314,29.0,G,G#,3.5.5.4.3.x,4.6.6.5.4.x
18702,314,28.5,D,G,x.x.0.2.3.2,3.5.5.4.3.x
18722,315,0.5,B,D#add#13,7.9.9.8.7.7,x.6.8.6.8.9
18723,315,1.5,D#add#13,E7M,x.6.8.6.8.9,x.7.9.8.9.x
18724,315,2.5,E7M,D#m7,x.7.9.8.9.x,x.6.8.6.7.x
18725,315,3.5,D#m7,E7M,x.6.8.6.7.x,x.7.9.8.9.x
18727,315,5.5,D#m7,C#m7,x.6.8.6.7.x,x.4.6.4.5.x
18728,315,7.0,F#,E,x.9.11.11.11.x,x.7.9.9.9.x
18729,315,6.5,C#m7,F#,x.4.6.4.5.x,x.9.11.11.11.x
18730,315,7.5,D#m7,B,x.6.8.6.7.x,7.9.9.8.7.7
18739,315,15.5,D#m7,G#m,x.6.8.6.7.x,x.11.13.13.12.x
18740,315,16.5,G#m,D#m7,x.11.13.13.12.x,11.13.11.11.x.x
18741,315,17.5,D#m7,G#m,11.13.11.11.x.x,x.11.13.13.12.x
18745,315,22.0,C#m,D#m,9.11.11.9.9.x,11.13.13.11.11.x
18746,315,21.5,D#m7,C#m,11.13.11.11.x.x,9.11.11.9.9.x
18747,315,23.0,E,F#,x.7.9.9.9.x,x.9.11.11.11.x
18748,315,22.5,D#m,E,11.13.13.11.11.x,x.7.9.9.9.x
18749,315,60.0,E5,F#5,x.7.9.9.x.x,x.9.11.11.x.x
18750,315,60.5,F#5,B5,x.9.11.11.x.x,7.9.9.x.x.x
18752,315,61.5,B5,E5,7.9.9.x.x.x,x.7.9.9.x.x
18760,315,67.5,B5,A5,7.9.9.x.x.x,5.7.7.x.x.x
18761,315,68.5,A5,F#5,5.7.7.x.x.x,2.4.4.x.x.x
18762,315,86.0,G,F#(no5),3.x.x.4.3.x,2.x.x.3.x.2
18763,315,86.5,F#(no5),Bm(no5),2.x.x.3.x.2,x.2.x.4.3.x
18765,315,87.5,Bm(no5),G,x.2.x.4.3.x,3.x.x.4.3.x
18772,315,92.5,F#(no5),Bm,2.x.x.3.x.2,x.2.4.4.3.2
18774,315,93.5,Bm,E5,x.2.4.4.3.2,x.7.9.9.x.x
18799,315,111.5,F#5,B,2.4.4.x.x.x,7.9.9.8.7.7
18805,315,118.0,C#m7,D#m7,x.4.6.4.5.x,x.6.8.6.7.x
18808,315,118.5,D#m7,E,x.6.8.6.7.x,x.7.9.9.9.x
18809,315,121.0,F#aug,F#,x.x.x.11.11.10,x.x.x.11.11.9
18810,315,121.5,F#,B,x.x.x.11.11.9,7.9.9.8.7.7
18811,316,58.5,A5,G5,x.0.2.2.x.x,3.5.5.x.x.x
18812,316,59.5,G5,E5,3.5.5.x.x.x,0.2.2.x.x.x
18813,316,60.5,E5,C5/G,0.2.2.x.x.x,3.3.5.x.x.x
18814,316,61.5,C5/G,A5,3.3.5.x.x.x,x.0.2.2.x.x
18825,317,2.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
18826,317,3.5,D,Dmaj7/C#,x.x.0.2.3.2,x.4.x.2.2.2
18827,317,4.5,Dmaj7/C#,D/C,x.4.x.2.2.2,x.3.x.2.3.2
18828,317,6.0,B7sus4,B7,x.2.4.2.5.2,x.2.4.2.4.2
18829,317,5.5,D/C,B7sus4,x.3.x.2.3.2,x.2.4.2.5.2
18830,317,6.5,B7,Em,x.2.4.2.4.2,0.x.x.4.5.3
18831,317,7.5,Em,Em/D,0.x.x.4.5.3,x.x.0.4.5.3
18832,317,9.0,Em/C#,A7,x.4.x.4.5.3,x.0.2.0.2.3
18833,317,8.5,Em/D,Em/C#,x.x.0.4.5.3,x.4.x.4.5.3
18834,317,9.5,A7,D,x.0.2.0.2.3,x.x.0.2.3.2
18835,317,11.0,D,Dmaj7,x.x.0.2.3.2,x.x.0.2.2.2
18837,317,11.5,Dmaj7,D7,x.x.0.2.2.2,x.x.0.2.1.2
18838,317,12.5,D7,G,x.x.0.2.1.2,3.x.0.0.0.3
18839,317,13.5,G,Gm7,3.x.0.0.0.3,3.x.3.3.3.x
18840,317,15.0,D,Bm7,x.x.0.2.3.2,x.2.4.2.3.x
